ID,Name,Display Size,RAM (GB),Storage,GPU,Brand,Operating System,CPU,Color,Screen Resolution,Series
112,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver",?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
113,"Dell Latitude 7410 14"" Notebook, Intel Core i7-10610U 1.7GHz, 16GB RAM, 256GB SSD, Windows 10 Pro, Renewed",?14,?,?256,?Intel UHD Graphics,?Dell,?Windows10Pro,?Intel,,?1920x1080,
114,"Dell Vostro 3510 Business Laptop, 15.6"" FHD Computer, Intel Quad-Core i7-1165G7 up to 4.7GHz, 32GB DDR4 RAM, 1TB PCIe SSD, 802.11AC WiFi, Bluetooth, Carbon Black, Windows 11 Pro",?15.6,?32,?1024,?Intel UHD Graphics,?Dell,?Windows11Pro,?Intel,,?1920x1080,?Vostro
115,"HP 15 Lightweight Laptop, 15.6'' FHD IPS Display, Intel Core i3-1215U, Intel UHD Graphics, 32GB RAM, 1TB PCIe SSD, 720p HD Camera, Win 11 Pro, Gray, 32GB Snow Bell USB Card",?15.6,?32,?1024,?Intel UHD Graphics,?HP,?Windows11Pro,?Intel,?Gray,?1920x1080,
116,SAMSUNG (NP940Z5L-X01US 15.6-inch Notebook 9 Pro Intel i7 4K UHD Touchscreen Laptop Bundle with Elite Suite 18 Standard Editing Software Bundle and 1 YR CPS Enhanced Protection Pack,?15.6,?8,?256,?NVIDIA GeForce GTX 950M,?SAMSUNG,?Windows10,?Intel,,?3840x2160,?E1SAMNP940Z5LX01US
117,"HP 15.6 HD Laptop for Business and Student, WLED-Backlit Display, AMD Ryzen 3 3250U(Up to 3.5GHz), 16GB RAM, 512GB SSD, Ethernet, WiFi, Fast Charge, Webcam, HDMI, Win10, w/GM Accessories",?15.6,?16SDRAM,?512,?AMD Radeon Graphics,?HP,?Windows10,?AMD,?Natural Silver,?1366x768,
118,"ASUS VivoBook 14"" FHD 1080p Laptop, Intel Core i3-1115G4, 8GB RAM, 512GB PCIe SSD, Backlit Keyboard, HDMI, WiFi, Webcam, Windows 11 Home, Slate Grey",?14,?8SDRAM,?256,?Intel UHD Graphics,?ASUS,?Windows11,?Intel,?Grey,?1920x1080,?Vivobook
119,"HP Premium Laptop (2021 Latest Model), 14"" HD Touchscreen, AMD Athlon Processor, 8GB RAM, 192GB SSD, Long Battery Life, Online Conferencing, Natural Silver, Win 10 with Microsoft 365 (Renewed)",?14,?8,?192,?AMD Radeon Graphics,?HP,?Windows10,?AMD,?Natural Silver,?1366x768,?Dell Precision
120,"HP 2022 Newest 17.3"" HD+ Display Laptop, 11th Gen Intel Core i3-1115G4(Up to 4.1GHz, Beat i5-1030G7), 16GB DDR4 RAM, 1TB HDD+256GB PCIe SSD, Bluetooth, Webcam, Windows 11, Silver, w/ 3in1 Accessories",?17.3,?16,?256,?Intel UHD Graphics,?HP,?Windows11,?Intel,?Natural Silver,?1600x900,?HP 17-cp0013dx Laptop
121,"Laptop Computer, 15.6 inch Windows 11 Laptop with 1920x1080 IPS Display, 12GB RAM/512 GB NVMe SSD, Intel N5095 Quad Core Notebook PC, Support 2.4G/5G Hz WiFi, BT, Type-c PD 3.0 Charging",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
122,"Laptop 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal Laptop Computers Support 2.4G/5G WiFi, BT5.0, 2×Speaker, Mic, USB3.2",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
123,"Dell Latitude E5580 15.6in Laptop, Core i5-7200U 2.6GHz, 16GB DDR4 RAM 512GB Solid State Drive, Webcam, Bluetooth, Windows 10 Pro 64bit (Renewed)",?15,?16,?16,?Intel HD Graphics 620,?Dell,?Windows10Pro,?Intel,?Black,?1366x768,?5580
124,"HP EliteBook 745 G5 14” FHD, AMD Ryzen 5 Pro-2500U 2.0GHz, 16GB RAM, 256GB SSD, Windows 10 Pro 64Bit, CAM, (Renewed)",?14,?16,?16,,?HP,?Windows10Pro,?AMD,,?1920x1080,?HP EliteBook
125,"Lenovo ThinkPad P53s Laptop, 15.6"" Full HD (1920x1080), Intel Core i7-8665U, 32 GB DDR4 RAM, 512 GB NVMe SSD, Fingerprint, Backlit Keyboard, Nvidia Quadro P520 2GB, Windows 10 Pro(Renewed)",?15.6,?32,?512,?I7-8665U,?Lenovo,?Windows10Pro,?Intel,?I7-8665U,?1920x1080,?Lenovo ThinkPad
126,"ASUS 2023 Newest Vivobook 15.6"" FHD Screen Laptop, Intel Core i5-1135G7 (Beats i7-1065G7), 12GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, KKE Accessories",?15.6,?12,?512,?Intel Iris Xe Graphics,?ASUS,?Windows11Home,?Intel,,?1920x1080,?F1500E
127,"Dell 2022 Newest Inspiron 15 3510 Laptop, 15.6"" HD Display, Intel Celeron N4020 Processor, 8GB DDR4 RAM, 256GB PCIe SSD, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 11 Home, Black",?15.6,?8,?256,?Intel UHD Graphics,?Dell,?Windows11Home,?Intel,?Black,?1366x768,?Inspiron
128,"15.6 inch Laptop Notebook, 8GB RAM + 128GB ROM, Windows 10 Computer, Touchpad Gestures, WiFi, Bluetooth?Low Power Consumption, High Performance",?15.6,?,?,?Intel HD Graphics 400,?Generic,?Windows10Pro,?Intel,,?1366x768,?HCBABLAP
129,"HP EliteBook 850 G3 15.6"" FHD Laptop, Core i7-6500U 2.5GHz, 16GB RAM, 1TB Solid State Drive, Windows 10 Pro 64Bit, (RENEWED)",?15.6,?16,?1000,?Intel HD Graphics,?HP,?Windows10Pro,?Intel,,?1920x1080,?HP EliteBook 850 G3
130,"Dell G15 15.6"" 240Hz WQHD (2560 x 1440) 2023 New ~ Intel i9-12900H 14-Core ~ NVIDIA GeForce RTX 3070 Ti 8GB~ Backlit Keyboard ~ Thunderbolt 4~64GB DDR5 2TB SSD ~ Win11 Pro WWC 32GB USB",?15.6,?64,?2048,?NVIDIA GeForce RTX 3070 Ti,?Dell,?Windows11Pro,?Intel,?Obsidian Black,?2560x1440,?G15 5521
131,"Lenovo IdeaPad Gaming 3 Laptop, 15.6” 120 Hz FHD Display, AMD Ryzen 7 7735HS, NVIDIA GeForce RTX 4050, 32GB DDR5 RAM, 1TB SSD, Backlit KB, Wi-Fi 6, RJ-45, HDMI, Windows 11 Home, Grey",?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
132,"14-inch Windows 11 Laptop, 12GB RAM, 256GB NVMe SSD, up to 2100MB/S, FHD IPS Display, Intel Celeron N5095 Quad Core, 5G WiFi, BT4.2, Type C and Camera Cover, Lightweight and Portable",?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
133,LG Gram (2022) 16Z90Q Ultra Lightweight ,?16,?16,?1024,?NVIDIA GeForce RTX 2050,?LG,?Windows11Home,?Intel,?Gray,?2560x1600,?16Z90Q-R.AAS8U1
134," Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 ",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
135,"Dell Precision 3530 15.6 FHD Core i5-8300H 2.3GHz, 32GB RAM, 512GB SSD, Windows 10 Pro 64Bit, CAM (Renewed)",?15.6,?32,?512,?NVIDIA Quadro P600,?Dell,?Windows10,?Intel,?Black,?1920x1080,?Dell Precision
136,"acer 2023 Newest Chromebook 17.3"" FHD IPS Touchscreen Light ",?17.3,?8,?64,?Intel UHD Graphics,?Acer,?ChromeOS,?Intel,?Titanium Gray,?1920x1080,?2023 Newest Acer 17 Inch Chromebook
137,2023 Flagship 17 ,?17.3,?20,?1024,?Intel Iris Xe Graphics,?HP,?Windows11Home,?Intel,?Silver,?1920x1080,??HP Flagship 17 Laptop
138,"Dell Latitude 7490 14"" HD Anti-Glare, Intel Core i5-8350U, 8GB DDR4, 256GB Solid State Drive, Webcam, Bluetooth, Windows 10Pro (Renewed)",?14,?,?256,?Intel HD Graphics 620,?DellComputers,?Windows10Pro,?Intel,,?1920x1080,?Latitude
139,2021 Newest HP Premium 14-inch HD ,?14,?8,?64,?Intel UHD Graphics,?HP,?Windows10,?Intel,?White,?1366x768,?Premium
140,Dell Latitude 3120 ,?11.6,?4,?128,?Intel UHD Graphics,?Dell,?Windows10Pro,?Intel,?Silver,?1366x768,?Dell Latitude 3120 Laptop
141,Lenovo X250 12.5 inch HD ,?12.5,?8,?256,?Core i7-5600U,?Lenovo,?Windows10Pro,?Intel,,?1366x768,
142,"2022 HP 15.6"" FHD ",?15.6,?16,?256,?AMD Radeon Graphics,?HP,?Windows11Home,?AMD,?Blue,?1920x1080,?AMD Ryzen 5
143," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
144," 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal ",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
145,HP 2023 Newest 17 ,?17.3,?16,?1024,?Intel UHD Graphics,?HP,?Windows11S,?Intel,?Silver,?1600x900,?HP Laptop
146,"Lenovo Thinkpad X1 Yoga 3rd Gen 20LD001GUS 14in FHD (1920x1080) Touchscreen 2-in-1 Ultrabook - Intel Core i5-8250U Processor, 8GB RAM, 256GB PCIe SSD, Windows 10 Pro (Renewed)",?14,?8,?,?Intel UHD Graphics 620,?Lenovo,?Windows10Pro,?Intel,,?1920x1080,?Lenovo Thinkpad
147,"HP Newest 14"" HD Light Thin ",?14,?8,?64,?Intel UHD Graphics 600,?HP,?Windows11Home,?Intel,?Rose Gold,?1366x768,?Newest HP 14 Inch Laptop
148,"HP 2022 15.6"" HD BrightView ",?15.6,?16,?512,?Intel HD Graphics 605,?HP,?Windows11Home,?Intel,?Blue,?1366x768,
149,HP 15.6” HD Student ,?15.6,?16,?1024,?Intel HD Graphics 605,?HP,?Windows11,?Intel,?Blue,?1366x768,?HP
150,Lenovo IdeaPad 3i Business and Student Essential ,?14,?1024,?1024,?Intel UHD Graphics,?Lenovo,?Windows11S,?Intel,?Gray,?1920x1080,?Ideapad 3i
151,"HP 17.3"" HD+ Home & Business ",?17.3,?16,?512,?Intel Iris Xe Graphics,?HP,?Windows10Home,?Intel,?Silver,?1600x900,?HP Laptop
152,Dell Chromebook 11 3180 83C80 11.6-Inch Traditional ,?11.6,?4,?16,?Intel HD Graphics 400,?Dell,?ChromeOS,?Intel,?Black,?1366x768,?Chromebook 11 3180
153,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
154,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
155," Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 ",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
156,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
157,Dell Latitude 3120 ,?11.6,?4,?128,?Intel UHD Graphics,?Dell,?Windows10Pro,?Intel,?Silver,?1366x768,?Dell Latitude 3120 Laptop
158,"Lenovo ThinkPad L570 15.6"" ",?15.6,?4,?,?Intel HD Graphics 520,?Lenovo,?Windows7Professional,?Intel,,?1366x768,?Lenovo Thinkpad
159,Dell XPS 9315 ,?13,?,?1024,?Intel Iris Xe Graphics,?Dell,?Windows11,?Intel,?Silver,1920x1200,?Dell XPS 9315 Laptop
160,Dell Latitude 7420 Business ,?14,?16,?512,?Intel Iris Xe Graphics,?Dell,?Windows10Pro,?Intel,?Black,?1920x1080,?Latitude
161,SERYUB 16 Inch ,?16,?12,?256,?UHD,?SERYUB,?ChromeOS,?Intel,?Silver,?1920x1200,?N5095
162,"HP 15.6"" ",?15.6,?,?128,?Intel UHD Graphics,?HP,?Windows11S,?Intel,?Black,?1366x768,?HP Laptop
163,"HP EliteBook 850 G3 15.6"" FHD ",?15.6,?16,?1000,?Intel HD Graphics,?HP,?Windows10Pro,?Intel,,?1920x1080,?HP EliteBook 850 G3
164,"Lenovo 2022 Newest Ideapad 3 14"" FHD ",?14,?4,?1024,?Intel Iris Xe Graphics,?Lenovo,?Windows11Home,?Intel,?Arctic Grey,?1920x1080,?Lenovo IdeaPad 3
165," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
166," 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal ",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
167,ASUS 2023 Newest Vivobook Go 15 L510 Thin & Light ,?15.6,?12,?320,?Intel UHD Graphics 600,?ASUS,?Windows11S,?Intel,?Star Black,?1920x1080,?ASUS Vivobook Go 15
168,acer Aspire 5 Slim ,?15.6,?,?1024,?AMD Radeon Vega 6,?Acer,?Windows11Home,?AMD,,?1920x1080,?Acer
169,"Gateway 14.1"" FHD ",?14.1,?,?512,?Intel,?Gateway,?Windows11,?Intel,?Black,?1920x1080,?GWTN141
170,"Apple MacBook Air 13"" (Mid 2013) - Core i5 1.3GHz, 4GB RAM, 128GB SSD (Renewed)",?13.3,?4,?128,?Intel HD Graphics 5000,?Apple,?MacOS,?Intel,?Silver,?2048x1536,?MacBook Air
171,"HP 2023 15.6"" HD ",?15.6,?8,?512,?Intel UHD Graphics,?HP,?Windows10Home,?Intel,?Red,?1366x768,?9VV89UA
172,2019 Dell Precision 7740 ,?17.3,?64,?512,?NVIDIA Quadro P3200,?Dell,?Windows10Pro,?Intel,?Aluminum,?1920x1080,?Precision 7740 Laptop
173,"2022 HP 15.6"" FHD ",?15.6,?16,?256,?AMD Radeon Graphics,?HP,?Windows11Home,?AMD,?Blue,?1920x1080,?AMD Ryzen 5
174,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
175,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
176,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
177,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
178,"Lenovo 2022 Newest Ideapad 3 14"" FHD ",?14,?4,?1024,?Intel Iris Xe Graphics,?Lenovo,?Windows11Home,?Intel,?Arctic Grey,?1920x1080,?Lenovo IdeaPad 3
179,"Apple MacBook Air 13"" (Mid 2013) - Core i5 1.3GHz, 4GB RAM, 128GB SSD (Renewed)",?13.3,?4,?128,?Intel HD Graphics 5000,?Apple,?MacOS,?Intel,?Silver,?2048x1536,?MacBook Air
180,HP 17 ,?17.3,?,?1024,?Intel Iris Xe Graphics,?HP,?Windows11Home,?Intel,?Black,?1920x1080,?HP Laptop 17-cn2047nr
181,HP 2022 Stream 11 ,?11.6,?32,?64,?Integrated Graphics,?HP,?ChromeOS,?Intel,?Diamond White,?1366x768,?Chromebook
182,"Dell Chromebook 3120 XDGJH - CRM3120-333BLK (11.6"", Intel Celeron N2840 2.16GHz, 4GB RAM, 16GB SSD, Chromebook OS)",?11.6,?4,?16,?Intel HD Graphics,?Dell,?ChromeOS,?Intel,?Black,?1366x768,?Chromebook 11
183,"Lenovo Ideapad 3 15.6"" Touch Screen ",?15.6,?12,?256,,?Lenovo,??Windows11HomeinSMode,?AMD,,?1920x1080,?Lenovo Ideapad
184,Lenovo Newest IdeaPad ,?14,?128,?128,?Intel UHD Graphics,?Lenovo,?Windows11S,?Intel,?Cloud Grey,?1366x768,?Lenovo - Ideapad 1i
185,2022 HP High Performance Business ,?17.3,?16,?512,?AMD Radeon Graphics,?HP,?Windows10Pro,?Intel,?Silver,?1600x900,?17-CN0000
186,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
187,ACEMAGIC ,?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
188,"Gateway 14.1"" FHD ",?14.1,?,?512,?Intel,?Gateway,?Windows11,?Intel,?Black,?1920x1080,?GWTN141
189,"Lenovo ThinkPad L570 15.6"" ",?15.6,?4,?,?Intel HD Graphics 520,?Lenovo,?Windows7Professional,?Intel,,?1366x768,?Lenovo Thinkpad
190,DELL Latitude E6440 14in ,?14,?8,?256,?Intel HD Graphics 4400,?Dell,?Windows10Pro,?Intel,?Silver,?1366x768,?Latitude E6440
191,Dell Latitude 7420 Business ,?14,?16,?512,?Intel Iris Xe Graphics,?Dell,?Windows10Pro,?Intel,?Black,?1920x1080,?Latitude
192,"Lenovo ThinkPad L460 14.0"" ",?14,?,?256,?Celeron,?Lenovo,?Windows10,?Intel,?Black,?1920x1080,?L460
193,"HP Stream 14"" Pink ",?14,?4,?64,?Intel HD Graphics 600,?HP,?Windows11S,?Intel,?Rose Gold,?1366x768,?HP 14 Stream
194,Dell Inspiron 3000 Business ,?15.6,?8,?256,?Intel UHD Graphics,?Dell,?Windows11Pro,?Intel,?8GB RAM | 256GB SSD,?1366x768,?Inspiron
195,"HP 14"" Touchscreen Thin and Light ",?14,?,?1024,?AMD Radeon Graphics,?HP,?Windows11Home,?AMD,?16GB RAM | 1TB PCIe SSD,?1366x768,?HP
196,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
197,BiTECOOL 14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
198,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
199,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
200,"Lenovo IdeaPad 5 15IAL7 15.6"" FHD ",?15.6,?16,?512,?NVIDIA,?Lenovo,"?English,Windows11Home",?Intel,,?1920x1080,
201,2021 Newest Dell Inspiron 3000 ,?15.6,?8,?128,?Intel UHD Graphics,?Dell,?Windows10,?Intel,?Black,?1366x768,?Dell Inspiron
202,HP Pavilion ,?14,?16,?512,?Intel UHD Graphics 605,?HP,?Windows11,?Intel,?Black,?1366x768,?Pavilion
203,acer Aspire 5 Slim ,?15.6,?,?1024,?AMD Radeon Vega 6,?acer,?Windows11Home,?AMD,,?1920x1080,?Acer
204,HP 2023 Newest ,?15.6,?16,?512,?AMD Radeon Graphics,?HP,?Windows11Home,?AMD,?Black,?1920x1080,?TPN-Q287
205,"Newest HP 14"" HD Premium Business ",?14,?8,?256,,?HP,?Windows10,?Intel,,?1366x768,
206,Acer Nitro Gaming ,?17.3,?,?2048,?NVIDIA GeForce RTX 3050,?acer,?Windows11Home,?Intel,,?1920x1080,
207,"Lenovo 2022 Ideapad 1i 14.0"" HD ",?14,?4,?512,?Intel HD Graphics,?Lenovo,?Windows11S,?Intel,?Gray,?1366x768,
208,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
209,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
210,"Gateway Ultra Slim Notebook, 14.1"" Touchscreen IPS FHD, 12th Gen Intel Core i7-1255U Quad-Core, 8GB RAM, 256GB SSD, Fingerprint Scanner, Webcam, WiFi 6, USB-C, HDMI, Win11 pro",?14.1,?8,?256,?Intel(R) UHD Graphics,?Gateway,?Windows11Pro,?Intel,?Black,?1920x1080,
211,"Dell Latitude 7420 14"" Intel Core i5-1145G7 256GB PCIe SSD 16GB FHD (1920X1080) am Win 11 Pro(Renewed)",?14.1,?,?256,?Intel HD Graphics 620,?Dell,?Windows11Pro,?Intel,,?1920x1080,?Dell latitude
212,Lenovo IdeaPad 3 ,?15.6,?36,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11Pro,?AMD,?Gray,?1920x1080,?IdeaPad 3 15ALC6
213,Lenovo Chromebook S330 14in ,?14,?4,?32,?Integrated MediaTekTM Graphics,?Lenovo,?ChromeOS,?Intel,?Black,?1366x768,?S330
214,Acer Aspire 15.6” ,?15.6,?20,?1024,?Intel UHD Graphics,?acer,?Windows11S,?Intel,?Silver,?1920x1080,?Acer Aspire
215,ASUS 2023 TUF FA706 Gaming ,?17.3,?8,?512,?NVIDIA GeForce GTX 1650,?ASUS,?Windows11Home,?Intel,?Black,?1920x1080,?FA706IH
216,"Dell WYDRD Mobile Workstation - Precision 7520 15.6"" LCD Intel Core i7 (7th Gen) i7 7820HQ Quad (4 Core) 2.90 GHz 16 GB DDR4 SDRAM 512 GB SSD Windows 10 Pro 64 bit English/ (Renewed)",?15.6,?16,?,?Intel,?Dell,?Windows10Pro,?Intel,,?1366x768,?Dell Precision
217,Lenovo 2023 Newest Ideapad 14 Inch Student ,?14,?4,?128KB,?Intel UHD Graphics,?Lenovo,?Windows11,?Intel,,?1366x768,
218,ACEMAGIC ,?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
219,BiTECOOL 14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
220,"WIPEMIK Laptop Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 Laptop, 1080P Full HD IPS Display, 2.4/5G WiFi, Bluetooth 4.2, USB 3.0, Webcam, Expandable Up to 1TB",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
221,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver",?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
222,"Microsoft Surface Book (512 GB, 16 GB RAM, Intel Core i7, NVIDIA GeForce graphics) (Renewed)",?13.5,?16,?512,?NVIDIA GeForce 1GB,?Microsoft,?Windows10,?Intel,?Silver,?3840x2160,?Sw6
223,"HP Pavilion 15-P051US 15.6"" Touchscreen Laptop, AMD A10-5745M Quad-Core 2.1GHz, 8GB DDR3, 750GB SATA, 802.11n, Bluetooth, Win8.1 - Silver, Silver, 15.6""",?15.6,?8,?750,?AMD Radeon HD 8610G,?HP,?Windows8,?AMD,?Silver,?1366x768,?HP 15-P051US
224,2022 HP 15.6'' HD Touchscreen Laptop AMD 2-Core Ryzen 3 3250U (Beat i3-1115G4) 8GB DDR4 RAM 128GB M.2 SSD AMD Radeon 8GB | 128GB SSD HP-15-EF1023DX HP-15-EF1023DX,?15.6,?8,?128,?AMD Radeon Graphics,?HP,?Windows10Home,?AMD,?Silver,?1366x768,?HP-15-EF1023DX
225,"HP 2022 14"" HD Touchscreen Laptop, 11th Gen Intel Core i3-1115G4, 16GB RAM, 256GB PCIe SSD, Intel UHD Graphics, HD Webcam, Windows 11 S, Silver, 32GB Snowbell USB Card",?14,?16,?256,?Intel UHD Graphics,?HP,?Windows11S,?Intel,?Silver,?1366x768,
226,"HP 2023 Newest Laptop, 15.6"" Touchscreen Display, Intel i3-1115G4 Processor, 32GB RAM, 2TB SSD, 11 H Battery Life, Fast Charge, Bluetooth, Wi-Fi, HDMI, Thin & Portable, Windows 11 Home in S Mode",?15.6,?,?2048,?Intel UHD Graphics,?HP,?Windows11S,?Intel,?Silver,?1366x768,?HP Touchscreen Laptop
227,"Apple MacBook Air 13-inch Laptop 1.6GHz Core i5, MJVE2LL/A, 4GB RAM, 256GB SSD (Renewed)",?13.3,?4,?256,?Intel HD Graphics 6000,?Apple,?macOS10.12Sierra,?Intel,,?1440x900,
228,HP 2021 15.6'' HD Laptop PC AMD Dual-Core Ryzen 3 3250U 4GB DDR4 128GB SSD + 1TB HDD AMD Radeon Graphics USB-C HDMI WiFi AC RJ45 Bluetooth Webcam Fast Charge Windows 10 Home,?15.6,?4,?1024,?AMD Radeon Graphics,?HP,?Windows10Home,?AMD,,?1366x768,?1A1L3UA
229,"2022 HP 14"" HD IPS Laptop, Windows 11 OS, Intel Pentium Quad-Core Processor Up to 3.0GHz, 4GB RAM, 128GB SSD, 4K Graphics, Dale Black(Renewed)",?14,?4,?128,,?HP,?Windows11,?Intel,?Dale Black,?3840x2160,"?HP 14"" Laptop"
230,"Coolby Laptop Computer, 15.6 inch Windows 11 Laptop with 1920x1080 IPS Display, 12GB RAM/512 GB NVMe SSD, Intel N5095 Quad Core Notebook PC, Support 2.4G/5G Hz WiFi, BT, Type-c PD 3.0 Charging",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
231,"ACEMAGIC Laptop 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal Laptop Computers Support 2.4G/5G WiFi, BT5.0, 2×Speaker, Mic, USB3.2",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
232,Dell Latitude E5570 Business Laptop - 15.6in FHD Display - Intel i7-6820HQ 2.7Ghz - 16GB RAM - 512GB SSD - WIFI - HDMI - Windows 10 Pro - AMD Radeon R7 Video Card (Renewed),?15.6,?16,?512,?AMD Radeon R7,?Dell,?Windows10Pro,?Intel,?Black,?1366x768,?Dell Latitude
233,"HP 2023 Newest Laptop, 17.3 Inch Display, Intel Core i3-1125G4 Processor, 32GB RAM, 1TB SSD, Intel UHD Graphics, Bluetooth, Webcam, Windows 11 Home in S Mode",?17.3,?32,?1024,?Intel UHD Graphics,?HP,?Windows11S,?Intel,?Silver,?1600x900,?HP Laptop
